target_id,h_err,r_err,t_err,hy_err,hz_err,ry_err,rz_err,ty_err,tz_err,refy,refz,hy,hz,ry,rz,ty,tz,times_from_start,times,datetimes
5,0.2320867013493628,0.2337816273862862,0.23276361960598244,0.043763169212593836,0.22792328087253,0.042673871529580264,0.2298538448494113,0.04332745013938841,0.22869550646328252,-0.041042417199080236,0.321836885505691,0.0027207520135135964,0.549760166378221,0.0016314543305000248,0.5516907303551023,0.0022850329403081675,0.5505323919689735,0.006,1713746872.898657,2024-04-22_10-47-52
5,0.2320867013493628,0.23348002676966284,0.23264298017181329,0.043763169212593836,0.22792328087253,0.042618818161567894,0.22955731144721503,0.04330542879218346,0.22857689310240403,-0.041042417199080236,0.321836885505691,0.0027207520135135964,0.549760166378221,0.0015764009624876592,0.551394196952906,0.0022630115931032216,0.550413778608095,0.032,1713746872.9238448,2024-04-22_10-47-52
5,0.2320867013493628,0.23279318404144855,0.23236824493395752,0.043763169212593836,0.22792328087253,0.04249344373128209,0.22888200841484263,0.043255279020069134,0.22830677188945503,-0.041042417199080236,0.321836885505691,0.0027207520135135964,0.549760166378221,0.0014510265322018546,0.5507188939205336,0.0022128618209888997,0.550143657395146,0.056,1713746872.9485412,2024-04-22_10-47-52
5,0.2320867013493628,0.2316093766270433,0.23189472517298146,0.043763169212593836,0.22792328087253,0.04227735469946687,0.22771809023699252,0.04316884340734305,0.22784120461831503,-0.041042417199080236,0.321836885505691,0.0027207520135135964,0.549760166378221,0.0012349375003866325,0.5495549757426835,0.0021264262082628105,0.549678090124006,0.082,1713746872.97377,2024-04-22_10-47-52
5,0.23207550730607637,0.23011466296601246,0.23128988192889072,0.04391694616832731,0.227882300608496,0.04200451367488564,0.22624848937152675,0.04315197317095064,0.2272287761137083,-0.041042417199080236,0.321836885505691,0.0028745289692470727,0.549719186114187,0.0009620964758054027,0.5480853748772178,0.0021095559718704044,0.5490656616193993,0.106,1713746872.9987376,2024-04-22_10-47-52
5,0.231598004321318,0.22806591133162968,0.2301834810660663,0.04405578461363869,0.22736913477359655,0.041630540043941545,0.22423415896597143,0.04308568678575983,0.22611514445054648,-0.041042417199080236,0.321836885505691,0.003013367414558453,0.5492060202792876,0.0005881228448613115,0.5460710444716624,0.0020432695866795963,0.5479520299562375,0.132,1713746873.023769,2024-04-22_10-47-53
5,0.23074478963948486,0.22578512302876197,0.2287587468428439,0.04414227211713288,0.2264831511572265,0.04121421106158777,0.2219916903572836,0.04297104769491484,0.2246865668372493,-0.041042417199080236,0.321836885505691,0.003099854918052645,0.5483200366629175,0.00017179386250753214,0.5438285758629746,0.0019286304958346,0.5465234523429403,0.156,1713746873.048514,2024-04-22_10-47-53
5,0.2296179316156837,0.2231381433824559,0.2271051467112876,0.04398509642342864,0.22536571569803265,0.040731038493106865,0.2193891828131973,0.042756658631949836,0.2230439772900994,-0.041042417199080236,0.321836885505691,0.0029426792243484046,0.5472026012037237,-0.00031137870597337325,0.5412260683188883,0.0017142414328695965,0.5448808627957904,0.18,1713746873.0737445,2024-04-22_10-47-53
5,0.22817516747143318,0.21986769867125722,0.22485050162197273,0.04342535879334641,0.22400478848516991,0.04013406028309686,0.21617368508721757,0.04210883938924659,0.22087234712598902,-0.041042417199080236,0.321836885505691,0.0023829415942661705,0.5458416739908609,-0.0009083569159833757,0.5380105705929086,0.001066422190166352,0.54270923263168,0.206,1713746873.0987587,2024-04-22_10-47-53
5,0.2263144752088295,0.2164878031108609,0.22246399678465326,0.04265664095855166,0.22225807672879094,0.03951710320849566,0.21285057540391095,0.04147370274183416,0.21856386216912482,-0.041042417199080236,0.321836885505691,0.0016142237594714212,0.544094962234482,-0.0015253139905845737,0.534687460909602,0.0004312855427539192,0.5404007476748158,0.23,1713746873.1236537,2024-04-22_10-47-53
5,0.22395421483072048,0.21244867926550975,0.21935174884162972,0.041564613318598585,0.2200633392006035,0.03877981237005104,0.20887931317917308,0.04045069293917957,0.2155897287920313,-0.041042417199080236,0.321836885505691,0.0005221961195183509,0.5419002247062945,-0.002262604829029193,0.5307161986848641,-0.0005917242599006667,0.5374266142977223,0.256,1713746873.1486304,2024-04-22_10-47-53
