target_id,h_err,r_err,t_err,hy_err,hz_err,ry_err,rz_err,ty_err,tz_err,refy,refz,hy,hz,ry,rz,ty,tz,times_from_start,times,datetimes
5,0.23841881939343523,0.23653643617559714,0.23761453090012583,0.016152177924911013,0.2378710587466275,0.026027698768628427,0.23510007344843997,0.020102386262397978,0.23676266462735251,-0.041042417199080236,0.321836885505691,-0.024890239274169224,0.5597079442523185,-0.015014718430451808,0.556936958954131,-0.020940030936682258,0.5585995501330435,0.048,1714631292.8593967,2024-05-02_16-28-12
5,0.23841881939343523,0.23557531332975146,0.2372302075210958,0.016152177924911013,0.2378710587466275,0.025921939942141557,0.23414478700164687,0.020060082731803233,0.23638055004863534,-0.041042417199080236,0.321836885505691,-0.024890239274169224,0.5597079442523185,-0.015120477256938677,0.5559816725073379,-0.020982334467277004,0.5582174355543263,0.072,1714631292.8597949,2024-05-02_16-28-12
5,0.23841881939343523,0.23409044655643585,0.2366364559041759,0.016152177924911013,0.2378710587466275,0.02575855004030541,0.23266893705179603,0.019994726771068772,0.23579021006869494,-0.041042417199080236,0.321836885505691,-0.024890239274169224,0.5597079442523185,-0.015283867158774828,0.554505822557487,-0.021047690428011464,0.557627095574386,0.098,1714631292.860239,2024-05-02_16-28-12
5,0.23841881939343523,0.23231521164924934,0.23592659647334396,0.016152177924911013,0.2378710587466275,0.02556320897507728,0.23090448222269755,0.01991659034497752,0.23508442813705555,-0.041042417199080236,0.321836885505691,-0.024890239274169224,0.5597079442523185,-0.015479208224002958,0.5527413677283886,-0.021125826854102716,0.5569213136427466,0.122,1714631292.860633,2024-05-02_16-28-12
5,0.23841881939343523,0.22996084699479274,0.2349851638404431,0.016152177924911013,0.2378710587466275,0.02530414235934367,0.2285644144000123,0.01981296369868408,0.2341484010079815,-0.041042417199080236,0.321836885505691,-0.024890239274169224,0.5597079442523185,-0.015738274839736565,0.5504012999057033,-0.021229453500396157,0.5559852865136725,0.148,1714631292.8611023,2024-05-02_16-28-12
5,0.23841881939343523,0.2273973869486929,0.23396012373634845,0.016152177924911013,0.2378710587466275,0.02502206756797508,0.22601652091322277,0.019700133782136642,0.2331292436132657,-0.041042417199080236,0.321836885505691,-0.024890239274169224,0.5597079442523185,-0.016020349631105157,0.5478534064189138,-0.021342283416943594,0.5549661291189567,0.172,1714631292.8710406,2024-05-02_16-28-12
5,0.23841881939343523,0.22420785635132495,0.23268474363670363,0.016152177924911013,0.2378710587466275,0.024671102012968626,0.22284635867593183,0.01955974756013406,0.23186117871834933,-0.041042417199080236,0.321836885505691,-0.024890239274169224,0.5597079442523185,-0.01637131518611161,0.5446832441816228,-0.021482669638946177,0.5536980642240403,0.198,1714631292.896024,2024-05-02_16-28-12
5,0.23841881939343523,0.22089355218619325,0.2313594760635744,0.016152177924911013,0.2378710587466275,0.02430640678109484,0.21955218055584513,0.019413869467384545,0.2305435074703146,-0.041042417199080236,0.321836885505691,-0.024890239274169224,0.5597079442523185,-0.016736010417985395,0.5413890660615361,-0.02162854773169569,0.5523803929760056,0.222,1714631292.9216604,2024-05-02_16-28-12
5,0.23841881939343523,0.2169153661842208,0.22976875363261776,0.016152177924911013,0.2378710587466275,0.023868660154913138,0.21559815200795174,0.019238770816911863,0.22896189605115724,-0.041042417199080236,0.321836885505691,-0.024890239274169224,0.5597079442523185,-0.0171737570441671,0.5374350375136427,-0.021803646382168373,0.5507987815568482,0.248,1714631292.9458945,2024-05-02_16-28-12
5,0.23841881939343523,0.21289854791794796,0.2281625914664996,0.016152177924911013,0.2378710587466275,0.023426662560237017,0.21160572578940195,0.019061971779041415,0.22736492556373733,-0.041042417199080236,0.321836885505691,-0.024890239274169224,0.5597079442523185,-0.01761575463884322,0.533442611295093,-0.02198044542003882,0.5492018110694283,0.272,1714631292.9709928,2024-05-02_16-28-12
