pid,auto_num,auto_level,ring_id,fitts_id_num,fitts_id_level,move_time
7,0.4,med_auto,3,3.68,med_fitts_id2,1.1251201629638672
7,0.4,med_auto,3,3.68,med_fitts_id2,1.2254149913787842
7,0.4,med_auto,3,3.68,med_fitts_id2,1.074547529220581
7,0.4,med_auto,3,3.68,med_fitts_id2,0.8999032974243164
7,0.4,med_auto,3,3.68,med_fitts_id2,1.0248064994812012
7,0.4,med_auto,3,3.68,med_fitts_id2,1.1002471446990967
7,0.4,med_auto,3,3.68,med_fitts_id2,0.9997694492340088
7,0.4,med_auto,4,4.623,high_fitts_id,2.5249924659729004
7,0.4,med_auto,4,4.623,high_fitts_id,1.500009536743164
7,0.4,med_auto,4,4.623,high_fitts_id,2.999936819076538
7,0.4,med_auto,4,4.623,high_fitts_id,1.600029468536377
7,0.4,med_auto,4,4.623,high_fitts_id,1.499765396118164
7,0.4,med_auto,4,4.623,high_fitts_id,2.175032377243042
7,0.4,med_auto,4,4.623,high_fitts_id,1.4999566078186035
7,0.4,med_auto,2,3.68,med_fitts_id1,1.7249805927276611
7,0.4,med_auto,2,3.68,med_fitts_id1,1.475013017654419
7,0.4,med_auto,2,3.68,med_fitts_id1,1.524918556213379
7,0.4,med_auto,2,3.68,med_fitts_id1,1.3753151893615723
7,0.4,med_auto,2,3.68,med_fitts_id1,1.3747594356536865
7,0.4,med_auto,2,3.68,med_fitts_id1,1.399789810180664
7,0.4,med_auto,2,3.68,med_fitts_id1,1.475092887878418
7,0.8,high_auto,1,2.788,low_fitts_id,0.6251444816589355
7,0.8,high_auto,1,2.788,low_fitts_id,0.8750109672546387
7,0.8,high_auto,1,2.788,low_fitts_id,0.6502254009246826
7,0.8,high_auto,1,2.788,low_fitts_id,1.074514627456665
7,0.8,high_auto,1,2.788,low_fitts_id,0.6002416610717773
7,0.8,high_auto,1,2.788,low_fitts_id,0.9999535083770752
7,0.8,high_auto,1,2.788,low_fitts_id,0.6499557495117188
7,0.4,med_auto,1,2.788,low_fitts_id,1.1001214981079102
7,0.4,med_auto,1,2.788,low_fitts_id,1.0250606536865234
7,0.4,med_auto,1,2.788,low_fitts_id,0.8500206470489502
7,0.4,med_auto,1,2.788,low_fitts_id,0.8750312328338623
7,0.4,med_auto,1,2.788,low_fitts_id,0.9249341487884521
7,0.4,med_auto,1,2.788,low_fitts_id,0.8747172355651855
7,0.4,med_auto,1,2.788,low_fitts_id,0.8252909183502197
7,0.8,high_auto,2,3.68,med_fitts_id1,1.1752216815948486
7,0.8,high_auto,2,3.68,med_fitts_id1,1.1250758171081543
7,0.8,high_auto,2,3.68,med_fitts_id1,1.199782133102417
7,0.8,high_auto,2,3.68,med_fitts_id1,1.0749783515930176
7,0.8,high_auto,2,3.68,med_fitts_id1,1.1747620105743408
7,0.8,high_auto,2,3.68,med_fitts_id1,1.125117301940918
7,0.8,high_auto,2,3.68,med_fitts_id1,1.1499392986297607
7,0.0,low_auto,4,4.623,high_fitts_id,2.2751381397247314
7,0.0,low_auto,4,4.623,high_fitts_id,1.8748738765716553
7,0.0,low_auto,4,4.623,high_fitts_id,1.9751191139221191
7,0.0,low_auto,4,4.623,high_fitts_id,2.3247385025024414
7,0.0,low_auto,4,4.623,high_fitts_id,2.849900245666504
7,0.0,low_auto,4,4.623,high_fitts_id,2.6271183490753174
7,0.0,low_auto,4,4.623,high_fitts_id,2.8493363857269287
7,0.8,high_auto,3,3.68,med_fitts_id2,0.7749178409576416
7,0.8,high_auto,3,3.68,med_fitts_id2,0.8250491619110107
7,0.8,high_auto,3,3.68,med_fitts_id2,0.7249178886413574
7,0.8,high_auto,3,3.68,med_fitts_id2,0.724968433380127
7,0.8,high_auto,3,3.68,med_fitts_id2,0.7248930931091309
7,0.8,high_auto,3,3.68,med_fitts_id2,0.7500853538513184
7,0.8,high_auto,3,3.68,med_fitts_id2,0.6999721527099609
7,0.0,low_auto,3,3.68,med_fitts_id2,1.4501383304595947
7,0.0,low_auto,3,3.68,med_fitts_id2,2.2998485565185547
7,0.0,low_auto,3,3.68,med_fitts_id2,1.0749437808990479
7,0.0,low_auto,3,3.68,med_fitts_id2,1.975966215133667
7,0.0,low_auto,3,3.68,med_fitts_id2,1.0490660667419434
7,0.0,low_auto,3,3.68,med_fitts_id2,1.4999680519104004
7,0.0,low_auto,3,3.68,med_fitts_id2,1.2499330043792725
7,0.8,high_auto,4,4.623,high_fitts_id,3.175121784210205
7,0.8,high_auto,4,4.623,high_fitts_id,1.949983835220337
7,0.8,high_auto,4,4.623,high_fitts_id,1.249812126159668
7,0.8,high_auto,4,4.623,high_fitts_id,1.3248679637908936
7,0.8,high_auto,4,4.623,high_fitts_id,1.3500852584838867
7,0.8,high_auto,4,4.623,high_fitts_id,1.174903154373169
7,0.8,high_auto,4,4.623,high_fitts_id,1.4251289367675781
7,0.0,low_auto,2,3.68,med_fitts_id1,1.999767780303955
7,0.0,low_auto,2,3.68,med_fitts_id1,1.6000118255615234
7,0.0,low_auto,2,3.68,med_fitts_id1,1.7500314712524414
7,0.0,low_auto,2,3.68,med_fitts_id1,2.0750327110290527
7,0.0,low_auto,2,3.68,med_fitts_id1,1.699939489364624
7,0.0,low_auto,2,3.68,med_fitts_id1,1.9248909950256348
7,0.0,low_auto,2,3.68,med_fitts_id1,2.0002293586730957
7,0.0,low_auto,1,2.788,low_fitts_id,1.200057029724121
7,0.0,low_auto,1,2.788,low_fitts_id,1.2748477458953857
7,0.0,low_auto,1,2.788,low_fitts_id,1.1251113414764404
7,0.0,low_auto,1,2.788,low_fitts_id,1.224947214126587
7,0.0,low_auto,1,2.788,low_fitts_id,1.1747794151306152
7,0.0,low_auto,1,2.788,low_fitts_id,1.3751091957092285
7,0.0,low_auto,1,2.788,low_fitts_id,1.1247806549072266
