pid,auto_num,auto_level,ring_id,fitts_id_num,fitts_id_level,move_time
1,0.0,low_auto,1,2.788,low_fitts_id,1.5250051021575928
1,0.0,low_auto,1,2.788,low_fitts_id,1.2500340938568115
1,0.0,low_auto,1,2.788,low_fitts_id,1.9002788066864014
1,0.0,low_auto,1,2.788,low_fitts_id,1.2999427318572998
1,0.0,low_auto,1,2.788,low_fitts_id,1.1003518104553223
1,0.0,low_auto,1,2.788,low_fitts_id,1.0999574661254883
1,0.0,low_auto,1,2.788,low_fitts_id,1.474945306777954
1,0.0,low_auto,2,3.68,med_fitts_id1,2.1498782634735107
1,0.0,low_auto,2,3.68,med_fitts_id1,1.5000288486480713
1,0.0,low_auto,2,3.68,med_fitts_id1,1.925069808959961
1,0.0,low_auto,2,3.68,med_fitts_id1,1.4250915050506592
1,0.0,low_auto,2,3.68,med_fitts_id1,1.6000959873199463
1,0.0,low_auto,2,3.68,med_fitts_id1,1.9001810550689697
1,0.0,low_auto,2,3.68,med_fitts_id1,2.0498335361480713
1,0.8,high_auto,4,4.623,high_fitts_id,1.175049066543579
1,0.8,high_auto,4,4.623,high_fitts_id,1.2500355243682861
1,0.8,high_auto,4,4.623,high_fitts_id,1.2001872062683105
1,0.8,high_auto,4,4.623,high_fitts_id,1.1501116752624512
1,0.8,high_auto,4,4.623,high_fitts_id,1.2747464179992676
1,0.8,high_auto,4,4.623,high_fitts_id,1.175400733947754
1,0.8,high_auto,4,4.623,high_fitts_id,1.749826192855835
1,0.0,low_auto,3,3.68,med_fitts_id2,1.6749119758605957
1,0.0,low_auto,3,3.68,med_fitts_id2,0.9249961376190186
1,0.0,low_auto,3,3.68,med_fitts_id2,1.1756951808929443
1,0.0,low_auto,3,3.68,med_fitts_id2,1.399688482284546
1,0.0,low_auto,3,3.68,med_fitts_id2,1.2516584396362305
1,0.0,low_auto,3,3.68,med_fitts_id2,1.2481424808502197
1,0.0,low_auto,3,3.68,med_fitts_id2,1.9250812530517578
1,0.8,high_auto,3,3.68,med_fitts_id2,0.774592399597168
1,0.8,high_auto,3,3.68,med_fitts_id2,0.8748161792755127
1,0.8,high_auto,3,3.68,med_fitts_id2,0.7248742580413818
1,0.8,high_auto,3,3.68,med_fitts_id2,0.8249099254608154
1,0.8,high_auto,3,3.68,med_fitts_id2,0.7247979640960693
1,0.8,high_auto,3,3.68,med_fitts_id2,0.7499451637268066
1,0.8,high_auto,3,3.68,med_fitts_id2,0.7997047901153564
1,0.0,low_auto,4,4.623,high_fitts_id,3.4245853424072266
1,0.0,low_auto,4,4.623,high_fitts_id,1.5498533248901367
1,0.0,low_auto,4,4.623,high_fitts_id,2.4996895790100098
1,0.0,low_auto,4,4.623,high_fitts_id,1.4744789600372314
1,0.0,low_auto,4,4.623,high_fitts_id,2.149751901626587
1,0.0,low_auto,4,4.623,high_fitts_id,3.0746171474456787
1,0.0,low_auto,4,4.623,high_fitts_id,1.8498914241790771
1,0.8,high_auto,2,3.68,med_fitts_id1,1.1249415874481201
1,0.8,high_auto,2,3.68,med_fitts_id1,1.1747477054595947
1,0.8,high_auto,2,3.68,med_fitts_id1,1.1752123832702637
1,0.8,high_auto,2,3.68,med_fitts_id1,1.0997753143310547
1,0.8,high_auto,2,3.68,med_fitts_id1,1.1502230167388916
1,0.8,high_auto,2,3.68,med_fitts_id1,1.174619197845459
1,0.8,high_auto,2,3.68,med_fitts_id1,1.1248745918273926
1,0.4,med_auto,1,2.788,low_fitts_id,0.9999761581420898
1,0.4,med_auto,1,2.788,low_fitts_id,0.7001702785491943
1,0.4,med_auto,1,2.788,low_fitts_id,0.9997718334197998
1,0.4,med_auto,1,2.788,low_fitts_id,0.8999173641204834
1,0.4,med_auto,1,2.788,low_fitts_id,1.000000238418579
1,0.4,med_auto,1,2.788,low_fitts_id,0.7500019073486328
1,0.4,med_auto,1,2.788,low_fitts_id,1.024951457977295
1,0.8,high_auto,1,2.788,low_fitts_id,0.8489925861358643
1,0.8,high_auto,1,2.788,low_fitts_id,0.6748666763305664
1,0.8,high_auto,1,2.788,low_fitts_id,0.7252120971679688
1,0.8,high_auto,1,2.788,low_fitts_id,0.6999101638793945
1,0.8,high_auto,1,2.788,low_fitts_id,0.6748702526092529
1,0.8,high_auto,1,2.788,low_fitts_id,0.7000231742858887
1,0.8,high_auto,1,2.788,low_fitts_id,0.6750273704528809
1,0.4,med_auto,2,3.68,med_fitts_id1,1.3749325275421143
1,0.4,med_auto,2,3.68,med_fitts_id1,1.2749712467193604
1,0.4,med_auto,2,3.68,med_fitts_id1,1.2998127937316895
1,0.4,med_auto,2,3.68,med_fitts_id1,1.4250564575195312
1,0.4,med_auto,2,3.68,med_fitts_id1,1.5501961708068848
1,0.4,med_auto,2,3.68,med_fitts_id1,1.1497023105621338
1,0.4,med_auto,2,3.68,med_fitts_id1,1.47723388671875
1,0.4,med_auto,4,4.623,high_fitts_id,3.075076103210449
1,0.4,med_auto,4,4.623,high_fitts_id,1.324662446975708
1,0.4,med_auto,4,4.623,high_fitts_id,1.1750354766845703
1,0.4,med_auto,4,4.623,high_fitts_id,1.5749211311340332
1,0.4,med_auto,4,4.623,high_fitts_id,1.7999937534332275
1,0.4,med_auto,4,4.623,high_fitts_id,2.2500295639038086
1,0.4,med_auto,4,4.623,high_fitts_id,1.6750426292419434
1,0.4,med_auto,3,3.68,med_fitts_id2,1.3252348899841309
1,0.4,med_auto,3,3.68,med_fitts_id2,0.8998138904571533
1,0.4,med_auto,3,3.68,med_fitts_id2,1.2750637531280518
1,0.4,med_auto,3,3.68,med_fitts_id2,1.6998920440673828
1,0.4,med_auto,3,3.68,med_fitts_id2,1.2499725818634033
1,0.4,med_auto,3,3.68,med_fitts_id2,0.9999608993530273
1,0.4,med_auto,3,3.68,med_fitts_id2,0.9999301433563232
