pid,auto_num,auto_level,ring_id,fitts_id_num,fitts_id_level,move_time
5,0.4,med_auto,1,2.788,low_fitts_id,1.0505430698394775
5,0.4,med_auto,1,2.788,low_fitts_id,0.9001717567443848
5,0.4,med_auto,1,2.788,low_fitts_id,0.8252739906311035
5,0.4,med_auto,1,2.788,low_fitts_id,1.3504307270050049
5,0.4,med_auto,1,2.788,low_fitts_id,0.7751936912536621
5,0.4,med_auto,1,2.788,low_fitts_id,0.6750791072845459
5,0.4,med_auto,1,2.788,low_fitts_id,0.850522518157959
5,0.4,med_auto,2,3.68,med_fitts_id1,2.1005165576934814
5,0.4,med_auto,2,3.68,med_fitts_id1,1.125565767288208
5,0.4,med_auto,2,3.68,med_fitts_id1,1.8001377582550049
5,0.4,med_auto,2,3.68,med_fitts_id1,1.0002593994140625
5,0.4,med_auto,2,3.68,med_fitts_id1,1.3002631664276123
5,0.4,med_auto,2,3.68,med_fitts_id1,1.8253934383392334
5,0.4,med_auto,2,3.68,med_fitts_id1,1.1752557754516602
5,0.0,low_auto,4,4.623,high_fitts_id,2.950669765472412
5,0.0,low_auto,4,4.623,high_fitts_id,2.4003889560699463
5,0.0,low_auto,4,4.623,high_fitts_id,1.7502541542053223
5,0.0,low_auto,4,4.623,high_fitts_id,1.800360918045044
5,0.0,low_auto,4,4.623,high_fitts_id,1.300161361694336
5,0.0,low_auto,4,4.623,high_fitts_id,2.175386428833008
5,0.0,low_auto,4,4.623,high_fitts_id,1.575451374053955
5,0.4,med_auto,3,3.68,med_fitts_id2,0.9250123500823975
5,0.4,med_auto,3,3.68,med_fitts_id2,1.5252711772918701
5,0.4,med_auto,3,3.68,med_fitts_id2,0.7752645015716553
5,0.4,med_auto,3,3.68,med_fitts_id2,1.1002447605133057
5,0.4,med_auto,3,3.68,med_fitts_id2,1.2001705169677734
5,0.4,med_auto,3,3.68,med_fitts_id2,0.724837064743042
5,0.4,med_auto,3,3.68,med_fitts_id2,0.9252710342407227
5,0.0,low_auto,3,3.68,med_fitts_id2,1.8502492904663086
5,0.0,low_auto,3,3.68,med_fitts_id2,1.100205659866333
5,0.0,low_auto,3,3.68,med_fitts_id2,1.0250215530395508
5,0.0,low_auto,3,3.68,med_fitts_id2,1.7254509925842285
5,0.0,low_auto,3,3.68,med_fitts_id2,0.9752671718597412
5,0.0,low_auto,3,3.68,med_fitts_id2,1.8000028133392334
5,0.0,low_auto,3,3.68,med_fitts_id2,1.4001798629760742
5,0.4,med_auto,4,4.623,high_fitts_id,2.3999767303466797
5,0.4,med_auto,4,4.623,high_fitts_id,1.5752019882202148
5,0.4,med_auto,4,4.623,high_fitts_id,1.700162649154663
5,0.4,med_auto,4,4.623,high_fitts_id,1.9501731395721436
5,0.4,med_auto,4,4.623,high_fitts_id,1.2754936218261719
5,0.4,med_auto,4,4.623,high_fitts_id,1.224822759628296
5,0.4,med_auto,4,4.623,high_fitts_id,1.4001688957214355
5,0.0,low_auto,2,3.68,med_fitts_id1,1.7495694160461426
5,0.0,low_auto,2,3.68,med_fitts_id1,1.4748539924621582
5,0.0,low_auto,2,3.68,med_fitts_id1,1.3497779369354248
5,0.0,low_auto,2,3.68,med_fitts_id1,1.9995427131652832
5,0.0,low_auto,2,3.68,med_fitts_id1,1.399601697921753
5,0.0,low_auto,2,3.68,med_fitts_id1,1.2247376441955566
5,0.0,low_auto,2,3.68,med_fitts_id1,1.599578619003296
5,0.8,high_auto,1,2.788,low_fitts_id,0.8250515460968018
5,0.8,high_auto,1,2.788,low_fitts_id,0.6499073505401611
5,0.8,high_auto,1,2.788,low_fitts_id,0.7248315811157227
5,0.8,high_auto,1,2.788,low_fitts_id,0.5998692512512207
5,0.8,high_auto,1,2.788,low_fitts_id,1.8748664855957031
5,0.8,high_auto,1,2.788,low_fitts_id,0.5499763488769531
5,0.8,high_auto,1,2.788,low_fitts_id,0.7497782707214355
5,0.0,low_auto,1,2.788,low_fitts_id,0.8247947692871094
5,0.0,low_auto,1,2.788,low_fitts_id,0.7499485015869141
5,0.0,low_auto,1,2.788,low_fitts_id,2.300152540206909
5,0.0,low_auto,1,2.788,low_fitts_id,1.4246633052825928
5,0.0,low_auto,1,2.788,low_fitts_id,1.1246752738952637
5,0.0,low_auto,1,2.788,low_fitts_id,0.8998303413391113
5,0.0,low_auto,1,2.788,low_fitts_id,1.2997758388519287
5,0.8,high_auto,2,3.68,med_fitts_id1,1.3005082607269287
5,0.8,high_auto,2,3.68,med_fitts_id1,1.075244426727295
5,0.8,high_auto,2,3.68,med_fitts_id1,1.2753188610076904
5,0.8,high_auto,2,3.68,med_fitts_id1,1.050185203552246
5,0.8,high_auto,2,3.68,med_fitts_id1,1.2502903938293457
5,0.8,high_auto,2,3.68,med_fitts_id1,1.1503901481628418
5,0.8,high_auto,2,3.68,med_fitts_id1,1.1751368045806885
5,0.8,high_auto,4,4.623,high_fitts_id,4.27588677406311
5,0.8,high_auto,4,4.623,high_fitts_id,1.1499841213226318
5,0.8,high_auto,4,4.623,high_fitts_id,1.199878454208374
5,0.8,high_auto,4,4.623,high_fitts_id,1.100370168685913
5,0.8,high_auto,4,4.623,high_fitts_id,1.1749188899993896
5,0.8,high_auto,4,4.623,high_fitts_id,2.175323009490967
5,0.8,high_auto,4,4.623,high_fitts_id,1.1751902103424072
5,0.8,high_auto,3,3.68,med_fitts_id2,0.6749958992004395
5,0.8,high_auto,3,3.68,med_fitts_id2,0.7500331401824951
5,0.8,high_auto,3,3.68,med_fitts_id2,0.675051212310791
5,0.8,high_auto,3,3.68,med_fitts_id2,0.7499299049377441
5,0.8,high_auto,3,3.68,med_fitts_id2,0.7002365589141846
5,0.8,high_auto,3,3.68,med_fitts_id2,0.6499087810516357
5,0.8,high_auto,3,3.68,med_fitts_id2,1.3253066539764404
